text,label
foster care is open to abuse by predators,foster care
we don't subsidize stay at home moms so we whouldn't subsidize stay at home dads.,stay-at-home dads
"Economic sanctions are unfair for the counties involved, as they affect both sides badly.",the use of economic sanctions
telemarketing companies use fake numbers and constantly call people and generally rip people off if they can.,telemarketing
"social media risk to diminish the value of friendship, by presenting friendship only with its utility meaning",social media
private military companies only exist to continue and profit from warfare. their operations are immoral and unlawful.,private military companies
"polygamy is a choice and can also be a religious. by denying people the ability to marry multiple people, you are infringing on the right of choice.",polygamy
payday loans prey on the poor and are usually taken out by the people who can least afford them.,payday loans
"Collectivism is the most principally justified form of governance, as a just government requires the consent of the populace, and collectivism strives to place the populace over any special interests or individuals.",collectivism
"Labeling someone as ""gifted"" or ""learning disabled"" can have harmful effects on self-esteem. Those labeled ""gifted"" may think they're better than others, while those labeled ""learning disabled"" may have low self-esteem.",intelligence tests
a zero-tolerance policy is not a viable solution in schools and should not be adopted as there may be a special circumstance surrounding the incident and may unfairly punish a student.,zero-tolerance policy in schools
"We should not fight for the abolition of nuclear weapons because they allow smaller countries like Pakistan to deter larger, stronger neighbors like India from invading them.",the abolition of nuclear weapons
autonomous cars are the only way to ensure that people who don't have access to transportation or the ability to drive will be able to still get around.,the development of autonomous cars
the olympic games is now redundant as a sporting competition because there are so many professional competitions for sports.,the olympic games
"Foster Care system is poorly supervised, thus exposing children to mistreatment and abuse.",foster care
Intelligence tests are dangerous when the results are shared with children who develop warped views of themselves based on the results.,intelligence tests
"payday loans are predatory: they stick borrowers in a never-ending cycle of debt, caused by the insanely high interest rates.",payday loans
cannabis has not been shown to be addictive and has many medicinal uses,cannabis
the blockade of the gaza strip helps keep israeli citizens safe from terrorist attack,blockade of the gaza strip
"naturopathy has no basis in scientific fact, and could actually end up harming your health.",naturopathy
making public defenders mandatory would level the field for everyone.,the use of public defenders
we need to fight for the abolition of nuclear weapons because if a nuclear war starts then it will leave the earth uninhabitable and it would be the end of mankind.,the abolition of nuclear weapons
the olympic games have become nothing more than another commercial event. it's no longer relevant and should be done away with.,the olympic games
they provide free legal representation and enable poor people to have a representation in court,the use of public defenders
foster care brings love and warmth to children who really need it and to give them a chance to have a normal family,foster care
we shouldnt legalize cannabis like any drug its addictive and can be abused and affect the senses,cannabis
the vow of celibacy allows priests to remain 100% focused on their congregation and to not be distracted by partners or children or other family matters,the vow of celibacy
"marriage is the bedrock of society that allows for it's continuation and abandonment could cause the collapse of cohesion, normative agreement and morality for civilization.",marriage
Many people who are unable to leave home due to disability or illness rely on television as their only link to the outside world and find it essential.,television
the blockade keeps the weapons out and provides protection for the region,blockade of the gaza strip
"whaling is inhumane and also contributes to the dwindling number of whales in existence, who need protection rather than hunted.",whaling
factory farming creates health hazards and leads to an increase in pollution. overall it is bad for the environment,factory farming
a multiparty system is more representative of the will of the people,multi-party system
Zero tolerance policies lack nuance and do not allow teachers enough freedom to find a punishment that is appropriate for the students involved and the circumstances.,zero-tolerance policy in schools
cosmetic surgery has no third party harms and people have the right to do whatever they wish to their bodies and appearance.,cosmetic surgery
zoos are a fantastic way to allow people to see animals that they normally never would. they also allow the animals to live in a safe environment. if anything we should have more zoos.,zoos
economic sanctions affect the workers of the sanctioned countries and not the leaders,the use of economic sanctions
foster care provides a way to remove children from abusive homes,foster care
we should limit executive compensation because too much compensation promotes bad business practices and focuses on money instead of product or services offered.,executive compensation
homeschooling does not provide the necessary social structure that children need.,homeschooling
"journalism and free expression of information and exchange of ideas is a basic human right, and subsidizing this would improve its quality and reach.",journalism
people are taking on far too much debt just to have a few bucks before they get paid. they are being taken advantage of and being ripped off. we should ban these payday loans for good.,payday loans
several people have been found not guilty after they had already been put to death.,capital punishment
the church of scientology should be banned as it is a charlatan religion that controls and manipulates those who are vulnerable,the church of scientology
we should allow naturopathy to continue as it provides treatments that at less harmful to the body compared to the man made chemicals.,naturopathy
payday loans are necessary for some people who have an immediate desperate need for cash.,payday loans
some zoos are actually sanctuaries saving some animal breeds from becoming extinct.,zoos
marriage has important religious groundings and we should not forbid people from following and adhering to their faith.,marriage
whatever it takes to catch a criminal is a good thing. the end result of getting dangerous people off of the streets is all that matters.,entrapment
student loans take many years to pay off and if we don't subsidize there will be less students willing to go to college.,student loans
we should ban fast food as it has been shown to be a trigger for many health issues we now face in this country.,fast food
"intelligence tests can label children as inferior at an early age, damaging confidence and encouraging limitations on their future.",intelligence tests
we should not ban algorithmic trading because it allows orders to start in the manufacturing process and allows for smooth feed to the product line.,algorithmic trading
Television is an out-dated form of entertainment long left behind by technology that uses the internet to provide cutting edge entertainment,television
foster care provides a family atmosphere for children who have no where to go.,foster care
intelligence tests are a useful way of identifying children who need extra help and support for their education,intelligence tests
"homeopathic medicine contains no active ingredient so cannot cure illness, people using this instead of conventional medicine are likely to become more ill.",homeopathy
"we should not legalize cannabis, it is a gateway drug and causes psychosis and paranoia",cannabis
capital punishment has been proven ineffective in reducing crime rates.,capital punishment
factory farming should be banned because of the poor animal welfare standards used and the damage to the environment that it causes,factory farming
we should subsidize vocational education because in today's world a skill is very valuable and providing funding to students would be beneficial to mankind.,vocational education
the church of scientology is a corrupt organization that preaches extreme values and is detrimental to society.,the church of scientology
most foster families are good and provide a safe environment.,foster care
foster care provides temporary shelter for children who would otherwise be on the streets.,foster care
"a multi-party system would improve the democratic process by giving more traditionally marginalised views representation, and therefore improve peoples' motivation for voting.",multi-party system
we should ban whaling because whales will be become an endangered species in the future and the method of killing is often cruel.,whaling
subsidizing embryonic stem cell research can improve the quality of the research and lead to more developments in cures.,embryonic stem cell research
creators need intellectual property rights so that can get paid for what they create.,intellectual property rights
austere measures are necessary to get the national debt under control.,austerity regime
whaling is cruel and unnecessary leading to upsetting the delicate ecobalance of the oceans.,whaling
"urbanization is essential in enabling economic progress, and in the ultimate eradication of poverty in developing countries.",fight urbanization
prayer in schools encourages brotherhood among students and creates more positive relationships between them,school prayer
executive compensation increases costs and decreases benefits that other employees might receive.,executive compensation
collectivism provides no incentive for gainful employment and leads to a lazy society.,collectivism
social media can help connect people with others like themselves.,social media
we should abolish the right to keep and bear arms to lessen the chances of mass murders and school shootings.,the right to keep and bear arms
autonomous cars can never be programmed well enough to foresee circumstances that humans can.,the development of autonomous cars
fast food is quick and convenient and relatively cheap for those who do not have their own cooking facilities but want a hot meal.,fast food
school uniforms allow children to attend school without peer pressure on clothing.,the use of school uniform
organized school prayer is directly in conflict with the constitutional protections of freedom of religion,school prayer
we should end affirmative action. it is unfair to punish someone who doesn't get into a school because their spot was taken by someone less qualified but more underprivileged.,affirmative action
school uniform stops students from being bullied for their clothing,the use of school uniform
parents and other home schoolers are not as equipped as regular teachers and schools to educate students.,homeschooling
"collectivism chooses one group over the other, leaving those left out vulnerable.",collectivism
social media allows people to communicate frequently and quickly without having to wait for snail mail.,social media
fast food contains ridiculous amounts of harmful ingredients,fast food
"cleaner air, possibly less accidents, easier for the disabled and others who may not be able to drive for medical or other reasons to get around.",the development of autonomous cars
flag burning is freedom of speech and should not be prohibited.,flag burning
minors are still growing both physically and emotionally and are not at an age where they can fully understand the impact of cosmetic surgery and can result in a worse self-esteem situation.,cosmetic surgery for minors
zoos take animals from their natural habitats for profit,zoos
minors cannot possibly understand the possible complications of cosmetic surgery.,cosmetic surgery for minors
gender-neutral language should not be adopted as it will cause resentment among those who strongly identify with either their birth or adopted sex,gender-neutral language
"urbanization allows people easier access to jobs, transportation and health care providers.",fight urbanization
the vow of celibacy can make a person retain purity and avoid distractions.,the vow of celibacy
cannabis is proven to have medical benefits,cannabis
the blockade of the gaza strip is an effective tool to assure israel's autonomy.,blockade of the gaza strip
Television has become just a means of mindless entertainment for young children.,television
social media is hurting the most vulnerable who cannot alway see through other's bad intentions.,social media
missionary work often places individuals in dangerous environments and situations,missionary work
if a minor is involved in an accident they shouldn’t be denied cosmetic surgery to boost their confidence afterwards.,cosmetic surgery for minors
the blockade of the gaza strip is needed to keep the peace,blockade of the gaza strip
"We should not adopt an austerity regime because government spending drives economic growth, which will inflate away the debt.",austerity regime
"zoos serve to educate people about animals, and take care of animals that otherwise could not survive in the wild.",zoos
marriage helps to ensure the both parties and their children receive the support that is needed in life.,marriage
Factory farming results in horrendous cruelty to the annimals involved and requires giving massive amounts of antibiotics impacting on human health because of poor hygienic practices.,factory farming
"Some fast food restaurants offer healthy alternatives and provide a quick , nutritious meal on-the-go.",fast food
women shouldn’t be prevented from fighting just based on their gender. this is sexist and discriminatory.,women in combat
"burn victims, even minors, can benefit from cosmetic surgery.",cosmetic surgery for minors
we should not adopt atheism as the this is removing peoples right to their own beliefs and religious freedom,atheism
prostitution is harmful and degrading to women and by legalizing it you are only reinforcing the stereotypes that already exist,prostitution
targeted killing can help remove terrorist and other similar threats without having to involve large numbers of people. targeted killing can reduce casualties and provide a better outcome than all out war.,targeted killing
Compulsory voting should be introduced to ensure that the results of elections are completely representative of the population.,compulsory voting
surrogacy may be the only route for infertile couples and homosexual males to become parents,surrogacy
through stem cell research we could find a cure for many diseases.,embryonic stem cell research
we should ban fast food because it is essentially just making obesity the most convenient lifestyle,fast food
algorithmic trading can cause rapid fluctuations in the stock market that are far beyond human control and no safeguards are implemented to stop them as well as giving unfair advantage to large-scale traders.,algorithmic trading
it does provide the benefit of more affordable food,factory farming
we should not adopt gender-neutral language because the majority of people do identify with a gender and want to be addressed as such.,gender-neutral language
there is little evidence that homeopathy is effective,homeopathy
foster care provides a safe home for children in need.,foster care
organ trade should not be legal because the rich would have an unfair advantage and people would stop donating using legitimate ways,organ trade
public defenders should be mandatory because it puts everybody on the same playing level,the use of public defenders
we should not abolish intellectual property rights because it protects the income of people such as writers and artists.,intellectual property rights
they allow students to be sorted and taught at their own level.,intelligence tests
economic sanctions are an effective way to signify that human rights abuses will not be tolerated.,the use of economic sanctions
safe spaces only makes people think they can get away with anything.,safe spaces
"Intelligence tests are far cheaper than other types of education which take longer to create and grade, providing more resources for other parts of the educational system.",intelligence tests
studies have shown that social media geared towards young people have caused suicide to go up.,social media
"it is important the gender discrimination is eradicated, gender-neutral language would help with this",gender-neutral language
missionary work provides help and guidance to those who might not otherwise receive help.,missionary work
we should subsidize journalism because it is essential that we have access to news and events around the world. without journalism there will be massive corruption and less intelligence.,journalism
"executive compensation packages are necessary to attract the best qualified people into a company - it is simply market economics, supply and demand.",executive compensation
cosmetic surgery for minor should be allowed because some people need a correction to help them feel better about themselves.,cosmetic surgery for minors
"social media allow long-lost family members to reconnect and communicate with other, for free, and irrespective of the physical distances involved.",social media
"subsidizing students via the loans process enables a greater diversity of students froma greater range of economic and social backgrounds to pursue education, for long term national benefit.",student loans
Subsidizing journalism is strong government signaling that the state values free speech and free information.,journalism
minors have injuries like burns that require plastic surgery.,cosmetic surgery for minors
pride parades are a safe place for like minded people to gather and support each other.,cancel pride parades
"embryonic stem cell research can be used to grow organs in a lab, which can save many lives.",embryonic stem cell research
We should not prohibit flag burning as it is a victimless activity and merely reflects people's freedom of expression.,flag burning
Racial profiling wastes money and resources when it targets the wrong suspect.,racial profiling
"targeted killing saves lives. it reduces our boots on the ground, protecting more of our soldiers and lessens civilian casualties because there's not active war zones full of combact and soldiers.",targeted killing
"the country in huge debt already, this is not the right time to subsidize some fantasy space exploration.",space exploration
"we should abolish the three-strikes law because the definition of a previous violent offense could be arbitrary and prisons need to be places for rehabilitation, not excessive punishment.",the three-strikes laws
"affirmative action is damaging to minorities, since it make the implicit suggestion that they are unable to succeed in life by their own hand.",affirmative action
"urbanization is more efficient and ""green"" due to a more organized and proximitous infrastructure.",fight urbanization
legalizing the selection of sex goes against the moral and natural principles of society,sex selection
surrogacy can cause many legal complications,surrogacy
we should abolish capital punishment because it is inhumane,capital punishment
Polygamy is emotionally damaging to the person who is just one spouse out of many.,polygamy
"autonomous cars are the future for safety, no more accidents because people are sleepy, drunk or ill, the cars always work on pure machine logic and are not influenced by emotions or external factors",the development of autonomous cars
it costs far too much and takes too much time for it to be of use and we have far more pressing matters that our money could fund.,space exploration
"this site runs perfectly fine on donations, taxpayers do not need to be stuck with the bill.",wikipedia
mandatory retirement helps younger workers get jobs,retirement
embryonic stem cell research is making headway on curing cancer.,embryonic stem cell research
people can choose to believe what they wish. denying it happened is not a crime.,holocaust denial
homeschooling creates similar if not better outcomes than traditional school,homeschooling
everyone should have the right to do what they wish to their own bodies,cosmetic surgery
"child actors are supervised constantly, are well taken care of, and have on-site tutors so that they don't fall behind in school.",the use of child actors
"Even if nations were able to survive a nuclear war, they resulting nuclear fallout and climate change would likely make life on Earth difficult for centuries to come, dooming future generations.",the abolition of nuclear weapons
a multi-party system would allow more people to have their ideas represented.,multi-party system
polygamy shouldn't be legalized because it can lead to gender inequality,polygamy
cannabis has been shown to have health benefits so should at least be allowed medically,cannabis
"fast food is part of our culture and it cannot be banned, there is no real harm in it",fast food
"collectivism aims to work toward what is good for all rather than a single person or group, this means a better society for everyone",collectivism
"people should have the right to do whatever they want with their own bodies, including using them to make money.",prostitution
"cosmetic surgery is a choice between a doctor and a patient, and laws should not be made that infringe on those choices.",cosmetic surgery
foster care brings more harm that good because many people are only in it for the paychecks and don't really care about the children.,foster care
"flag burning is a sign of protest, which is covered by the constitution and should not be prohibited so as not to violate one's constitutional rights.",flag burning
homeopathy can provide relief in the form of the placebo effect,homeopathy
adopting libertarianism would be good for people to protect their rights and property,libertarianism
public defenders should be mandatory because it will give both sides a fair trial,the use of public defenders
the death penalty can function as a deterrant,capital punishment
people from the lgbtq community should be able to celebrate with a parade just like everyone else! equal rights should be more important than intolerant people.,cancel pride parades
whales are in danger of being over fished and endangered.,whaling
capital punishment is an unfair attempt to the sanctity of life. no offender merits this kind of sentencing,capital punishment
we should ban naturopathy because people will die if they don't go to the doctor. it is not fair that people are being misled about cures for ailments.,naturopathy
compulsory voting will eliminate voter suppression which is a big problem in this country,compulsory voting
"we should ban telemarketing since most would agree it is unwanted solicitation. if i am in the market for an item or service, i will contact the company. they should not be contacting me.",telemarketing
judicial activism allows for a check on decrees made by one branch of the government that may think that drastic action is needed for every situation.,judicial activism
sometimes racial profiling alerts us to a possible danger that otherwise would not have been noticed.,racial profiling
"for some children, it allows them a proper family environment to grow in",foster care
Private military companies have their bottom line as a priority rather than the safety of the country.,private military companies
everyone should be able to have the exact same representation in court as it allows for a fairer trial. therefore making public defenders mandatory starts each side out on a even playing field.,the use of public defenders
"Foster care give a child an opportunity for change, happiness and growth",foster care
each individual may be able to freely express themselves against the system without hurting another individual. freedom of expression should not be prohibited in any way,flag burning
We should abolish the right to keep and bear arms as the increase in murders is only possible since so many people have access to weapons.,the right to keep and bear arms
"intellectual property rights should not be legally enforced, because anyone who creates intellectual property has the obligation to share that creation with the world in order to help educate or edify others.",intellectual property rights
A multi-party system will make it so that everyone in the country is represented well.,multi-party system
prostitution can spread disease and hurt the lives of a spouse. people should not try to make a profit to satisfy another's needs. it is a crime that cen lead to more serious crimes.,prostitution
"fast food is a major contributor to the obesity epidemic, is unhealthy, fosters low standards of animal welfare in its suppliers and creates vast quantities of rubbish that scar local communities.",fast food
fast food is the main culprit for our current obesity epidemic. we need to get rid of it to restore our health in the future.,fast food
fast food should be banned because it leads to obesity and heart disease among other problems.,fast food
The right to bear arms and defend ourselves is part of the Constitution and should remain as such. We all have a right to defend what is ours.,the right to keep and bear arms
"gendered language has existed since the beginning of time, it would do no good to restructure the way we speak in such a drastic way.",gender-neutral language
cosmetic surgery can help people that had facial injuries or birth defects to look more normal,cosmetic surgery
corrupted judges could be using this activism too much to block vital projects just for their own profit,judicial activism
"We should not subsidize student loans since higher education is a personal choice. If you want to borrow money for college, you should have to repay it, including interest.",student loans
homeopathy is just a wild theory that what hurts one person may cure the same symptoms in another person. such guess work is unscientific at best and at worst exposes people to potential harm.,homeopathy
children make important contributions in the entertainment industry. banning child actors punishes the victims rather than the perpetrators of predatory or exploitative behavior,the use of child actors
the two party system does not give us enough choices.,multi-party system
we should legalize cannabis because it will bring revenue for the government and can be made to a quality standard ensuring no hidden ingredients.,cannabis
women have right to choose their careers and follow their passions therefore they should be allow to combat if that's their goal and if they are fit for it,women in combat
we should not adopt libertarianism because left on their own many people would make a choice that adversely effects their lives without weighing all the consequences.,libertarianism
"Maintaining nuclear weapons is incredibly costly to nations who have them, and abolishing nuclear weapons would allow us to put that money towards more productive causes, such as infrastructure or welfare.",the abolition of nuclear weapons
urbanization leads to poor living conditions due to overcrowding.,fight urbanization
we should adopt gender neutral language so that we do not offend those who do not associate with one gender or the other.,gender-neutral language
Polygamous unions can cause cause jealousy and emotional distress among the multiple spouses.,polygamy
young people's bodies are not yet fully developed and there should be no surgical intervention unless strictly necessary.,cosmetic surgery for minors
affirmative action should be ended as it can favour the minorities and promote reverse discrimination,affirmative action
telemarketing is a valid and useful form of business that allows companies to market their goods and services to a broad market in an economically feasible manner.,telemarketing
"embryonic stem cell research can be hugely beneficial for learning more about various diseases that plague us. allowing a subsidy for this would enable it to happen quicker, meaning more health for everyone",embryonic stem cell research
homeopathy provides symptom relief without many of the side effects that are common with mainstream medications.,homeopathy
private militarys are for profit organizations - profit shouldn't be the deciding factor on how we behave during war time. this eye on the bottom line is what leads to people getting treating like a product.,private military companies
urbanization encroaches on nature and creates terrible environmental damage,fight urbanization
pride parades are a way for the lgbq community to express themselves,cancel pride parades
we should certainly place a ban on algorithmic trading because it could create an unfair advantage for people that can afford it versus those who cannot,algorithmic trading
activist judges are an important part of bringing about legislative change,judicial activism
it is not ethical to decide the sex of the child because it violates the natural balance of things,sex selection
Education is more effective than legislation at combating Holocaust denial.,holocaust denial
"vocational education offers training for real jobs in the real world, especially for those on which traditional college is not an option.",vocational education
"children should be able to dress as they wish, within reason, at school rather than being restricted from expressing themselves through their clothes.",the use of school uniform
legalizing prostitution would provide safety measures to protect women who might end up in violent situations.,prostitution
Criminalizing holocaust denial lets the state catch anti-semites before they put their hatred into action and cause real damage to people.,holocaust denial
the vow of celibacy is an unnecessary restriction that is putting too much pressure on people to maintain a lifestyle we are not biologically designed to adhere to,the vow of celibacy
guantanamo has been a place for torture and needs to be shut down.,guantanamo bay detention camp
there is an unfair advantage to those that are able to access algorithmic training programmes resulting in those that can't access them losing out.,algorithmic trading
collectivism inhibits individual abilities and freedom of expression,collectivism
"there are more important things to spend public funds on such as health care, housing and education.",space exploration
the three-strikes law should be abolished because each offense committed should be judged on its own severity and punished accordingly.,the three-strikes laws
racial profiling should not be allowed as it simply causes innocent people to seem to be guilty because of the actions of a few,racial profiling
"People have a right to be represented by the best when they are facing potential fines, incarceration, or worse. Mandating public defenders strips people of this right.",the use of public defenders
judicial activism goes against our system of what is best for the people.,judicial activism
School prayer should be prohibited as a way of separating Church and State -- schools should not be favoring a particular religion.,school prayer
"we should subsidize wikipedia because it helps to spread knowledge and education around the world, all for free.",wikipedia
"it is important that everyone is allowed freedom of religious expression, it is a basic human right to be allowed to be a member of any church you choose.",the church of scientology
three strikes laws keeps our communities safe by locking up repeat offenders,the three-strikes laws
"young people are still developing, and cosmetic surgery done too soon could hamper their development and harm their self-esteem",cosmetic surgery for minors
prayer in schools forces religion upon children which violates their 1st amendment rights.,school prayer
pride parades create a huge disturbance,cancel pride parades
collectivism inhibits personal expression and can foster censorship and fascism.,collectivism
"factory farming destroys small town farmers and places too much reliance on corporattions for the food we need to survive. it also makes our food chain more vulnerable to attack, misuse and being held hostage.",factory farming
an austerity regime is not a realistic process as the end result ends up by forcing taxing levies to cover debt.,austerity regime
we should not adopt atheism because everyone should have something to believe in.,atheism
"targeted killing is just state condoned murder and should be abolished. persons should be captured and tried, not murdered, and innocent by standers should not be harmed by missed targets.",targeted killing
telemarketing targets the weak and encourages them to buy what they can’t afford.,telemarketing
"We should legalize sex selection because a ban leads to dangerous back alley procedures, and to more abortions and female infanticide",sex selection
fast food is contributing to one of the largest health crises in america and thus we cannot allow it to continue being so prevalent.,fast food
legalizing the organ trade would save lives because it would act to increase the number of donor organs available,organ trade
the olympic games are very expensive to the host countries.. this is a waste of money that could be spent to feed and house the poorest of these countries.,the olympic games
We should abolish safe spaces as they isolate groups rather than dealing with the issues that might be causing confrontation.,safe spaces
the costs of space exploration are best left to private enterprise since there are better uses for public money,space exploration
"Foster care allows adoption agencies to separate children into smaller groups based on age, gender, and other characteristics, making more vulnerable children safe.",foster care
"social media can create an unhealthy image of how we scrutinize our lives, making us miserable",social media
embryonic stem cell research can help the medical community find cures to a lot of fatal illnesses.,embryonic stem cell research
School uniforms keep children from being able to express themselves through their clothing choices.,the use of school uniform
Holocaust denial should not be a criminal offence because it is better to let bad ideas be outcompeted by good ideas than to let them fester and grow out of sight like a cancer.,holocaust denial
payday loans should be banned because it causes people who are already in a poor financial situation to be taken advantage of with very high interest rates.,payday loans
since it is an outdated concept. modern unions consist of many different types of couples who are unlikely to be life long partners and marriage creates a costly legal nightmare when they breakup.,marriage
legalizing marijuana could create thousands of jobs in the actual marijuana business and in related fields,cannabis
"We should ban whaling because whales are keystone species in their ecosystems, whose decline is harmful to many other species as well.",whaling
private military companies abuse the locals and lack effective oversight so should be banned.,private military companies
urban centers are technology hubs and house millions of jobs.,fight urbanization
racial profiling is a form of discrimination and should be banned.,racial profiling
intellectual property rights keep the costs of life saving products prohibitively high for average people,intellectual property rights
School uniforms make all students look the same which prevents clothing from re-establishing economic class hierarchies and makes school more egalitarian.,the use of school uniform
autonomous cars once fully functional would be much safer on the roads than a regular person driving. it would also cut down on drunk/drugged driving or accidents from medical causes.,the development of autonomous cars
missionary work is very dangerous and has led to volunteers being kidnapped and even killed.,missionary work
freedom of speech is important even to extremely sensitive issues like holocaust denial,holocaust denial
sometimes these tests make people feel bad about themselves or label people into things they should not be labelled.,intelligence tests
academic education has been promoted at the expense of vocational education and this needs to be re-balanced by subsidizing vocational education.,vocational education
missionary work violates other cultures that practice varying religious beliefs and should not have others force their beliefs on them.,missionary work
"We should fight urbanization because simply due to increase in poverty and pollution in term of when more people more water usage, more land clearing and other waste and this cause health problem",fight urbanization
racial profiling should end because it places unfair emphasis on certain minority groups,racial profiling
wikipedia subsidizing will engage more people to create content and to make it more widely available,wikipedia
Intelligence tests can help to identify struggling or gifted students so that educators can accommodate to each individuals needs.,intelligence tests
autonomous cars will pose a threat on the roads because people will become too reliant on them distracted people will make the decision to override the system too late.,the development of autonomous cars
a multi-party system is great in that it provides voters with many different candidates with different views and ideas,multi-party system
algorithmic trading is a harmful practice that is to all intents and purposes gambling. it allows companies that are already to powerful to increase their grip on the financial markets.,algorithmic trading
"foster care enables children from broken and unstable backgrounds to experience a safe, secure environment in which to develop.",foster care
we should not ban telemarketing because it is a means for some companies to pitch their product.,telemarketing
the olympic games should be banned because they are staged at enormous expense to the host nation which is money that would be better spent on essential services such as healthcare and education,the olympic games
whales are endangered and should be protected,whaling
fast food should not be banned because poor and disadvantaged people may not be able to afford healthier alternatives,fast food
"many brands are now offering healthier options such as salads & vegetarian foods, just because its called fast food doesn't mean its unhealthy",fast food
"Racial profiling discriminates minorities unfairly, causing feelings of shame and anger that can in themselves cause violence and hate.",racial profiling
"too many people sit on organ donation lists until it is too late, and others can use the money for selling organs bc of a financial hardship.",organ trade
Subsidizing vocational education would encourage more young people to learn trades and fill jobs that are seriously lacking people right now.,vocational education
young children are not capable of knowing what is necessary and what isn't,cosmetic surgery for minors
if acting is their passion they should be able to pursue that no matter what their age,the use of child actors
We should not abolish capital punishment as it is the only fitting punishment for some of the most heinous crimes that people still commit.,capital punishment
if the leader of a country is killing people that he chooses because they don't follow his beliefs sometimes removing him is the only choice and targeted killing is the only possibility,targeted killing
executive compensation devalues the company by taking profits away from shareholders.,executive compensation
We should not subsidize stay-at-home dads as people should work out as a family how to manage maternity and paternity leave as part of their cost of bringing up a child.,stay-at-home dads
child actors achieving fame at an early age often experience huge developmental issues and fail to re-adjust to life as an adult - the limelight is not a healthy place for them to grow up in.,the use of child actors
payday loans lead to a vicious cycle of debt that is way to expensive.,payday loans
sometimes foster care is the safest option for a child. it is far better to remove a child who is being looked after by parents who cannot be trusted not to harm the child.,foster care
"talent needs to be nurtured at an early age, supported and encouraged - child actors are no different from any other minor with rare abilities, we wouldn't expect their gifts to be hidden away.",the use of child actors
legalize prostitution so sex workers don't have to continue to work in unsafe environments,prostitution
"more money needs to be spent on improving the world we live on, reducing poverty, pollution, crime and disease rather than going off to places that are no use to humans at all.",space exploration
"organ trade will allow for more transplants, benefitting society a a whole",organ trade
flag burning is considered freedom of speach and should be allowed,flag burning
a multi-party system might allow for more and more diverse candidates to come to the forefront of each election.,multi-party system
zoos allow animals to live in safety and to have a constant food source,zoos
by subsidizing student loans we can remove one of the stressors from continuing education.,student loans
prostitution should never be legal because it sends a bad message to women that this is a respectable occupation,prostitution
social media causes users to feel bad about themselves as they scroll through their feed constantly seeing what amazing things their friends are doing,social media
conditions for surrogates are often abusive and coercive so it is up to us to end this exploitative practice.,surrogacy
"it is cheaper for parents to buy school uniforms, which is helpful to parents that are struggling financially.",the use of school uniform
"nuclear weapons are dangerous in the hands of dictators, who could use them to cause mass destruction.",the abolition of nuclear weapons
autonomous cars would prevent the majority of human fatalities due to car accidents,the development of autonomous cars
cosmetic surgery can be permanent and minors may not understand the full consequences before the commit. they should wait until they are adults before they make any decisions.,cosmetic surgery for minors
urbanization reduces the use of green land and is good for the environment,fight urbanization
in a multicultural society we should remove all distinctions in ethnicity and so should end racial profiling.,racial profiling
pride parades are no different then other types of parades and canceling them is only a form of discrimination.,cancel pride parades
"factory farming treats animals inhumanely, which is wrong and immoral.",factory farming
"there's many things much closer to home that desperately needs money and resources, we should concentrate on this rather than subsidising space exploration.",space exploration
intellectual property rights should be abolished because no idea is ever completely new and it makes it difficult to get your idea out there if someone else already has rights to something similar.,intellectual property rights
"We should subsidize journalism to allow more women and people from disempowered groups to enter this once very white, male career.",journalism
racial profiling is unfair in that it puts possibly innocent people into a situation of getting into trouble with the law even though they may have done nothing wrong.,racial profiling
"too many people sit in front of the television instead of doing physical activity, which is a factor in the increase of obesity",television
"algorithmic trading enables trades to be made without spikes of emotion or rage on the part of the trader, therefore it can only be seen as positive.",algorithmic trading
by adopting a zero-tolerance policy in schools we can cut bullying out since those who do it will be removed from the school.,zero-tolerance policy in schools
wikipedia promotes national and world learning and should be subsidized,wikipedia
homeschooling can lead to children not forming the social bonds with their peers which they should.,homeschooling
"cosmetic surgery is safe, and can help people.",cosmetic surgery
we should not ban cloning because it can lead to improvements in healthcare such as transplants and transfusions.,human cloning
factory farming is needed to keep up with the food requirements of the world,factory farming
people should not be forced to vote if they don't feel compelled to vote for a candidate or issue..,compulsory voting
"many get into foster care for the wrong reasons, the money. in order to make said money people often treat the children in their care in a neglectful way.",foster care
